Country,Province,County,District,Variables,Year,District_Name,County_Name,Province_Name,Major_Type
١٧/٣٣,١۴,١٠/٢٧,١٠/٢٧,فیزيك,1395,مركزي,نظراباد,البرز,تجربي
١٧/٩٨,١٣/٧,١١/۴٣,١١/۴٣,شیمي,1395,مركزي,نظراباد,البرز,تجربي
١٣/٨١,١۴/٠٩,١٣/٨,١٣/٨,میانگین معدل کتبي ثبت نام کنندگان,1395,مركزي,نظراباد,البرز,تجربي
١٣/٨٩,١۴/١٩,١٣/٩٢,١٣/٩٢,میانگین معدل کتبي شرکت کنندگان,1395,مركزي,نظراباد,البرز,تجربي
١۶/۴٧,١۵/٨۴,١۵/٢٧,١۵/٢٧,میانگین معدل کتبي پذيرفته شدگان در رشته ھاي با آزمون,1395,مركزي,نظراباد,البرز,تجربي
١٢/۴٨,١٢/٩٢,١٢/۶١,١٢/۶,میانگین معدل کتبي پذيرفته شده شدگان صرفا بر اساس سوابق تحصیلي,1395,مركزي,نظراباد,البرز,تجربي
۵۴٠٧,۵۴٣٩,۵٣۵٣,۵٣۵۶,میانگین نمره کل شرکت کنندگان,1395,مركزي,نظراباد,البرز,تجربي
٧١٢٢,۶۶٣۵,۶٣٢٩,۶٣٢٩,میانگین نمره کل پذيرفته شدگان در رشته ھاي باآزمون,1395,مركزي,نظراباد,البرز,تجربي
١١۶۵٣١,٣۵٢٣,٢١١,٢٠٩,تعداد ثبت نام کنندگان زن,1395,مركزي,نظراباد,البرز,انساني
٩١٨٨۶,٢٨٣۴,١٧٠,١۶٩,تعداد شرکت کنندگان زن,1395,مركزي,نظراباد,البرز,انساني
۴٠۶۵٢,١۴٣٢,١٠٢,١٠٢,تعداد پذيرفته شدگان با آزمون زن,1395,مركزي,نظراباد,البرز,انساني
٣٣۵٢٧,٧۵۶,۴۶,۴۴,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي زن,1395,مركزي,نظراباد,البرز,انساني
٧۴١٧٩,٢١٨٨,١۴٨,١۴۶,تعداد کل پذيرفته شدگان زن,1395,مركزي,نظراباد,البرز,انساني
۶٣/۶۶,۶٢/١١,٧٠/١۴,۶٩/٨۶,درصد قبولي پذيرفته شدگان زن,1395,مركزي,نظراباد,البرز,انساني
٧٣٧۵٧,١۶٣٠,١٣١,١٣٠,تعداد ثبت نام کنندگان مرد,1395,مركزي,نظراباد,البرز,انساني
۵١۵۵١,١٢٠٨,١٠٢,١٠٢,تعداد شرکت کنندگان مرد,1395,مركزي,نظراباد,البرز,انساني
١٨۵٧٣,۵٢٩,۴۵,۴۵,تعداد پذيرفته شدگان با آزمون مرد,1395,مركزي,نظراباد,البرز,انساني
٢۴۵۶٧,٣۶٢,٢٠,٢٠,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي مرد,1395,مركزي,نظراباد,البرز,انساني
۴٣١۴٠,٨٩١,۶۵,۶۵,تعداد کل پذيرفته شدگان مرد,1395,مركزي,نظراباد,البرز,انساني
۵٨/۴٩,۵۴/۶۶,۴٩/۶٢,۵٠,درصد قبولي پذيرفته شدگان مرد,1395,مركزي,نظراباد,البرز,انساني
١٩٠٢٨٨,۵١۵٣,٣۴٢,٣٣٩,تعداد ثبت نام کنندگان کل,1395,مركزي,نظراباد,البرز,انساني
١۴٣۴٣٧,۴٠۴٢,٢٧٢,٢٧١,تعداد شرکت کنندگان کل,1395,مركزي,نظراباد,البرز,انساني
۵٩٢٢۵,١٩۶١,١۴٧,١۴٧,تعداد پذيرفته شدگان با آزمون کل,1395,مركزي,نظراباد,البرز,انساني
۵٨٠٩۴,١١١٨,۶۶,۶۴,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي کل,1395,مركزي,نظراباد,البرز,انساني
١١٧٣١٩,٣٠٧٩,٢١٣,٢١١,تعداد کل پذيرفته شدگان کل,1395,مركزي,نظراباد,البرز,انساني
۶١/۶۵,۵٩/٧۵,۶٢/٢٨,۶٢/٢۴,درصد قبولي پذيرفته شدگان کل,1395,مركزي,نظراباد,البرز,انساني
0,0,0,0,میانگین نمرات شرکت کنندگان,1395,مركزي,نظراباد,البرز,انساني
١٢/٣٩,١٢/٠٧,١٢/۵١,١٢/۵٨,فارسی,1395,مركزي,نظراباد,البرز,انساني
٩/۴۵,٨/٩,١٠/٣۵,١٠/٣٩,عربي,1395,مركزي,نظراباد,البرز,انساني
١٢/٧١,١١/۶٣,١٢/٨٣,١٢/٨۵,معارف,1395,مركزي,نظراباد,البرز,انساني
٢/۶۶,٣/٧٣,١/١٢,١/١٣,زبان,1395,مركزي,نظراباد,البرز,انساني
٢/٣٨,٢/٢۴,٠/٩٧,٠/٩۶,رياضي,1395,مركزي,نظراباد,البرز,انساني
١۵/۴۶,١٢/٨۵,١۵/٩١,١۵/٩٣,اقتصاد,1395,مركزي,نظراباد,البرز,انساني
٨/٠۵,٧/٨,٨/۶٢,٨/۶۵,ادبیات فارسی,1395,مركزي,نظراباد,البرز,انساني
٨/٨٢,٨/٣۴,١٠/۴٢,١٠/۴۵,زبان عربی,1395,مركزي,نظراباد,البرز,انساني
٧/۴۶,۵/۵۵,۶/١۴,۶/٠٩,تاريخ و جغرافیا,1395,مركزي,نظراباد,البرز,انساني
٧/٧۶,۶/٢۴,٨/٧٧,٨/٧۵,علوم اجتماعی,1395,مركزي,نظراباد,البرز,انساني
۴/٣٣,٣/٨۶,۴/٠۵,۴/٠٣,فلسفه و منطق,1395,مركزي,نظراباد,البرز,انساني
٢٧/٩٧,٢۴/۵٢,٢٧/۵۵,٢٧/۵,روانشناسي,1395,مركزي,نظراباد,البرز,انساني
0,0,0,0,میانگین نمرات قبولین,1395,مركزي,نظراباد,البرز,انساني
١٨/۵٣,١۶/٣٨,١۵/٣۴,١۵/٣۴,فارسی,1395,مركزي,نظراباد,البرز,انساني
١۵/٠۴,١٢/٧٧,١۴/١٧,١۴/١٧,عربي,1395,مركزي,نظراباد,البرز,انساني
١٩/٣۴,١۵/٨٩,١۵/٨٨,١۵/٨٨,معارف,1395,مركزي,نظراباد,البرز,انساني
۴/۴۶,۵/٢٨,١/١,١/١,زبان,1395,مركزي,نظراباد,البرز,انساني
۴/٧۵,٣/٨٩,٢/٠٧,٢/٠٧,رياضي,1395,مركزي,نظراباد,البرز,انساني
٢۵/۵,١٨/٩٧,٢٠/٨٩,٢٠/٨٩,اقتصاد,1395,مركزي,نظراباد,البرز,انساني
١۴/٢٩,١٢/۴٣,١٢/۴۶,١٢/۴۶,ادبیات فارسی,1395,مركزي,نظراباد,البرز,انساني
١۵,١٢/٨٩,١۵/١٧,١۵/١٧,زبان عربی,1395,مركزي,نظراباد,البرز,انساني
١١/۶٨,٨/٢٢,٨/۵۶,٨/۵۶,تاريخ و جغرافیا,1395,مركزي,نظراباد,البرز,انساني
١۴/۶۶,١٠/٨٣,١٢/۴٩,١٢/۴٩,علوم اجتماعی,1395,مركزي,نظراباد,البرز,انساني
٧/٩,۶/۴۴,۶/١٧,۶/١٧,فلسفه و منطق,1395,مركزي,نظراباد,البرز,انساني
٣٩/٣١,٣٢/٠٩,٣٣/٧٢,٣٣/٧٢,روانشناسي,1395,مركزي,نظراباد,البرز,انساني
١٢/۴,١٢/۵٩,١٢/۴٢,١٢/۴۴,میانگین معدل کتبي ثبت نام کنندگان,1395,مركزي,نظراباد,البرز,انساني
١٢/۴۴,١٢/۶٢,١٢/۵۴,١٢/۵۵,میانگین معدل کتبي شرکت کنندگان,1395,مركزي,نظراباد,البرز,انساني
١٣/۶۶,١٣/٣١,١٣,١٣,میانگین معدل کتبي پذيرفته شدگان در رشته ھاي با آزمون,1395,مركزي,نظراباد,البرز,انساني
١١/٨٣,١٢/١۴,١١/۶٨,١١/٧٢,میانگین معدل کتبي پذيرفته شده شدگان صرفا بر اساس سوابق تحصیلي,1395,مركزي,نظراباد,البرز,انساني
۵٣۶۴,۵٢۵۶,۵٣٨٧,۵٣٨۶,میانگین نمره کل شرکت کنندگان,1395,مركزي,نظراباد,البرز,انساني
۶٢٣١,۵٨۶٨,۵٨٧۶,۵٨٧۶,میانگین نمره کل پذيرفته شدگان در رشته ھاي با  آزمون,1395,مركزي,نظراباد,البرز,انساني
۴٠١۴٠,١۴٣٩,١۶,١۶,تعداد ثبت نام کنندگان زن,1395,مركزي,نظراباد,البرز,ھنر
٣٠١٣۴,١٠۵۵,١٢,١٢,تعداد شرکت کنندگان زن,1395,مركزي,نظراباد,البرز,ھنر
٣۶۶٠,١۶٣,٠,٠,تعداد پذيرفته شدگان با آزمون زن,1395,مركزي,نظراباد,البرز,ھنر
٣۴٣٨,١٧٢,٢,٢,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي زن,1395,مركزي,نظراباد,البرز,ھنر
٧٠٩٨,٣٣۵,٢,٢,تعداد کل پذيرفته شدگان زن,1395,مركزي,نظراباد,البرز,ھنر
١٧/۶٨,٢٣/٢٨,١٢/۵,١٢/۵,درصد قبولي پذيرفته شدگان زن,1395,مركزي,نظراباد,البرز,ھنر
١٧٣٠۵,۵۶۶,١۵,١۴,تعداد ثبت نام کنندگان مرد,1395,مركزي,نظراباد,البرز,ھنر
١٢١٠٠,٣٩٩,٩,٩,تعداد شرکت کنندگان مرد,1395,مركزي,نظراباد,البرز,ھنر
١١١۶,۴۶,١,١,تعداد پذيرفته شدگان با آزمون مرد,1395,مركزي,نظراباد,البرز,ھنر
٩٧٩,۴١,٢,٢,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي مرد,1395,مركزي,نظراباد,البرز,ھنر
٢٠٩۵,٨٧,٣,٣,تعداد کل پذيرفته شدگان مرد,1395,مركزي,نظراباد,البرز,ھنر
١٢/١١,١۵/٣٧,٢٠,٢١/۴٣,درصد قبولي پذيرفته شدگان مرد,1395,مركزي,نظراباد,البرز,ھنر
۵٧۴۴۵,٢٠٠۵,٣١,٣٠,تعداد ثبت نام کنندگان کل,1395,مركزي,نظراباد,البرز,ھنر
۴٢٢٣۴,١۴۵۴,٢١,٢١,تعداد شرکت کنندگان کل,1395,مركزي,نظراباد,البرز,ھنر
۴٧٧۶,٢٠٩,١,١,تعداد پذيرفته شدگان با آزمون کل,1395,مركزي,نظراباد,البرز,ھنر
۴۴١٧,٢١٣,۴,۴,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي کل,1395,مركزي,نظراباد,البرز,ھنر
٩١٩٣,۴٢٢,۵,۵,تعداد کل پذيرفته شدگان کل,1395,مركزي,نظراباد,البرز,ھنر
١۶,٢١/٠۵,١۶/١٣,١۶/۶٧,درصد قبولي پذيرفته شدگان کل,1395,مركزي,نظراباد,البرز,ھنر
0,0,0,0,میانگین نمرات شرکت کنندگان,1395,مركزي,نظراباد,البرز,ھنر
٢٢/۵۵,٢٠/٨۶,١٧/۴٩,١٧/۴٩,فارسی,1395,مركزي,نظراباد,البرز,ھنر
١١/٧٢,١٠/۴٢,٧/۴,٧/۴,عربي,1395,مركزي,نظراباد,البرز,ھنر
٢۶/٨۵,٢٢/٩٧,١٨/٨٩,١٨/٨٩,معارف,1395,مركزي,نظراباد,البرز,ھنر
١٠/۶٨,١١/٨٨,٣/٨٣,٣/٨٣,زبان,1395,مركزي,نظراباد,البرز,ھنر
٢/۴١,۴/٣۵,١/٢,١/٢,درک عمومی ھنر,1395,مركزي,نظراباد,البرز,ھنر
١١/۵,١٢/۵٩,٧/٧۶,٧/٧۶,درک عمومی ریاضی و فیزیک,1395,مركزي,نظراباد,البرز,ھنر
٢/٣۶,٣/٣٢,١/٧,١/٧,ترسیم فني,1395,مركزي,نظراباد,البرز,ھنر
۶/٩۶,١٠/٠۴,٣/٣۶,٣/٣۶,خلاقیت تصويري و تجسمی,1395,مركزي,نظراباد,البرز,ھنر
۴/۴٨,۶/١,٣/٢٨,٣/٢٨,خلاقیت نمايشي,1395,مركزي,نظراباد,البرز,ھنر
٠/٨٣,٣/١۴,١/۵١,١/۵١,خلاقیت موسیقي,1395,مركزي,نظراباد,البرز,ھنر
٠/٩٢,١/٢٨,٠/٩۶,٠/٩۶,خواص مواد,1395,مركزي,نظراباد,البرز,ھنر
0,0,0,0,میانگین نمرات قبولین,1395,مركزي,نظراباد,البرز,ھنر
٢٣/٧۴,٢٧/٠٧,٢٠,٢٠,فارسی,1395,مركزي,نظراباد,البرز,ھنر
١٠/٢١,١١/۴۵,-٢/۶,-٢/۶,عربي,1395,مركزي,نظراباد,البرز,ھنر
٢۶/٢۶,٣١/۵١,۵/۴,۵/۴,معارف,1395,مركزي,نظراباد,البرز,ھنر
١٢/٨۵,١٧/١۶,٠,٠,زبان,1395,مركزي,نظراباد,البرز,ھنر
١٠/۶٨,١٧/٧٧,۵/۶,۵/۶,درک عمومی ھنر,1395,مركزي,نظراباد,البرز,ھنر
١۶/١,١٩/٧۴,٠,٠,درک عمومی ریاضی و فیزیک,1395,مركزي,نظراباد,البرز,ھنر
۶/١,١٠/۴۶,٠,٠,ترسیم فني,1395,مركزي,نظراباد,البرز,ھنر
٢٠/٧٧,٢٩/۶٩,١/٧,١/٧,خلاقیت تصويري و تجسمی,1395,مركزي,نظراباد,البرز,ھنر
١٢/٠٩,١۶/١٩,٣١/٧,٣١/٧,خلاقیت نمايشي,1395,مركزي,نظراباد,البرز,ھنر
٣/٩۶,١٢/٨١,٠,٠,خلاقیت موسیقي,1395,مركزي,نظراباد,البرز,ھنر
٢/٩١,۴/٣,٠,٠,خواص مواد,1395,مركزي,نظراباد,البرز,ھنر
١۴/١,١٣/٩٨,١٢/٨۵,١٢/٩۴,میانگین معدل کتبي ثبت نام کنندگان,1395,مركزي,نظراباد,البرز,ھنر
١٣/٩٢,١٣/٨٩,١٢/٧۶,١٢/٧۶,میانگین معدل کتبي شرکت کنندگان,1395,مركزي,نظراباد,البرز,ھنر
١۴/٢٨,١۴/٨٩,٩/۵٣,٩/۵٣,میانگین معدل کتبي پذيرفته شدگان در رشته ھاي با آزمون,1395,مركزي,نظراباد,البرز,ھنر
١٣/٧٢,١٣/۵٣,١۴/١١,١۴/١١,میانگین معدل کتبي پذيرفته شده شدگان صرفا بر اساس سوابق تحصیلي,1395,مركزي,نظراباد,البرز,ھنر
۵٣٧۵,۵۶١٠,۵٠٢۴,۵٠٢۴,میانگین نمره کل شرکت کنندگان,1395,مركزي,نظراباد,البرز,ھنر
۶۵۶٣,٧۴۴٩,۵٩٩١,۵٩٩١,میانگین نمره کل پذيرفته شدگان در رشته ھاي با  آزمون,1395,مركزي,نظراباد,البرز,ھنر
٧٩٣۶٠,٢۵٠۴,٧٨,٧٨,تعداد ثبت نام کنندگان زن,1395,مركزي,نظراباد,البرز,زبان
۶٣۶١٣,١٩٨٨,۶۴,۶۴,تعداد شرکت کنندگان زن,1395,مركزي,نظراباد,البرز,زبان
٣۵۵٩,١٢۴,١٠,١٠,تعداد پذيرفته شدگان با آزمون زن,1395,مركزي,نظراباد,البرز,زبان
۵٩٢۶,١٨۶,١۵,١۵,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي زن,1395,مركزي,نظراباد,البرز,زبان
٩۴٨۵,٣١٠,٢۵,٢۵,تعداد کل پذيرفته شدگان زن,1395,مركزي,نظراباد,البرز,زبان
١١/٩۵,١٢/٣٨,٣٢/٠۵,٣٢/٠۵,درصد قبولي پذيرفته شدگان زن,1395,مركزي,نظراباد,البرز,زبان
۴٠۵۵۶,١١٣٣,۴٣,۴٣,تعداد ثبت نام کنندگان مرد,1395,مركزي,نظراباد,البرز,زبان
٣١٣١٣,٨٨٢,٣۵,٣۵,تعداد شرکت کنندگان مرد,1395,مركزي,نظراباد,البرز,زبان
١۴٠٢,۵۶,٣,٣,تعداد پذيرفته شدگان با آزمون مرد,1395,مركزي,نظراباد,البرز,زبان
١٨۵٨,٣۵,۴,۴,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي مرد,1395,مركزي,نظراباد,البرز,زبان
٣٢۶٠,٩١,٧,٧,تعداد کل پذيرفته شدگان مرد,1395,مركزي,نظراباد,البرز,زبان
٨/٠۴,٨/٠٣,١۶/٢٨,١۶/٢٨,درصد قبولي پذيرفته شدگان مرد,1395,مركزي,نظراباد,البرز,زبان
١١٩٩١۶,٣۶٣٧,١٢١,١٢١,تعداد ثبت نام کنندگان کل,1395,مركزي,نظراباد,البرز,زبان
٩۴٩٢۶,٢٨٧٠,٩٩,٩٩,تعداد شرکت کنندگان کل,1395,مركزي,نظراباد,البرز,زبان
۴٩۶١,١٨٠,١٣,١٣,تعداد پذيرفته شدگان با آزمون کل,1395,مركزي,نظراباد,البرز,زبان
٧٧٨۴,٢٢١,١٩,١٩,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي کل,1395,مركزي,نظراباد,البرز,زبان
١٢٧۴۵,۴٠١,٣٢,٣٢,تعداد کل پذيرفته شدگان کل,1395,مركزي,نظراباد,البرز,زبان
١٠/۶٣,١١/٠٣,٢۶/۴۵,٢۶/۴۵,درصد قبولي پذيرفته شدگان کل,1395,مركزي,نظراباد,البرز,زبان
0,0,0,0,میانگین نمرات شرکت کنندگان,1395,مركزي,نظراباد,البرز,زبان
٢۶/٣٨,٢۴/۴۵,٢١/٢,٢١/٢,فارسی,1395,مركزي,نظراباد,البرز,زبان
٢٠/۶٨,١٨/٨,١۵/٣۴,١۵/٣۴,عربي,1395,مركزي,نظراباد,البرز,زبان
٣٣/۵۶,٢٨/۶٧,٣٠/٧,٣٠/٧,معارف,1395,مركزي,نظراباد,البرز,زبان
٢۶/٠٧,٣١/٣,٢٧/۶١,٢٧/۶١,زبان,1395,مركزي,نظراباد,البرز,زبان
١٣/٩۶,١٨/٢۵,١٧/۵٢,١٧/۵٢,زبان تخصصی,1395,مركزي,نظراباد,البرز,زبان
0,0,0,0,میانگین نمرات قبولین,1395,مركزي,نظراباد,البرز,زبان
٣۴/۴٧,٣٢/٧,٣١/۴٢,٣١/۴٢,فارسی,1395,مركزي,نظراباد,البرز,زبان
٢۵/٢۶,٢٢/٨۵,٢۶/٣,٢۶/٣,عربي,1395,مركزي,نظراباد,البرز,زبان
۴٣/٠۶,٣٨,۴٨/۵۵,۴٨/۵۵,معارف,1395,مركزي,نظراباد,البرز,زبان
۵٣/٨,۵٨/٠٨,۴٩/۵٨,۴٩/۵٨,زبان,1395,مركزي,نظراباد,البرز,زبان
٣٧/۵,۴٢/٧,٣۴/١٧,٣۴/١٧,زبان تخصصی,1395,مركزي,نظراباد,البرز,زبان
١۴/٨,١۴/۵٩,١۴/٢۴,١۴/٢۴,میانگین معدل کتبي ثبت نام کنندگان,1395,مركزي,نظراباد,البرز,زبان
١۴/٨,١۴/۵٨,١۴/٢۴,١۴/٢۴,میانگین معدل کتبي شرکت کنندگان,1395,مركزي,نظراباد,البرز,زبان
١۵/١٣,١۴/٩٢,١۵/٠٢,١۵/٠٢,میانگین معدل کتبي پذيرفته شدگان در رشته ھاي با آزمون,1395,مركزي,نظراباد,البرز,زبان
١٣/۴۵,١٣/٣٩,١٣/٩٩,١٣/٩٩,میانگین معدل کتبي پذيرفته شده شدگان صرفا بر اساس سوابق تحصیلي,1395,مركزي,نظراباد,البرز,زبان
۵۵۵١,۵۵٧۴,۵۵٠٠,۵۵٠٠,میانگین نمره کل شرکت کنندگان,1395,مركزي,نظراباد,البرز,زبان
۶٩٧۵,٧٠٢٢,۶٩٣۶,۶٩٣۶,میانگین نمره کل پذيرفته شدگان در رشته ھاي با  آزمون,1395,مركزي,نظراباد,البرز,زبان
۶۴۴۵٩٠,١٩۶٩١,١۵۶,0,تعداد ثبت نام کنندگان زن - کل گروھھاي آزمايشي,1395,پلنگ اباد,اشتھارد,البرز, 
۵۴۴٠٢٧,١۶٨١٨,١٢۴,0,تعداد شرکت کنندگان زن - کل گروھھاي آزمايشي,1395,پلنگ اباد,اشتھارد,البرز, 
١٢٧٨١۶,۴٨٢٩,۵۵,0,تعداد پذيرفته شدگان با آزمون زن - کل گروھھاي آزمايشي,1395,پلنگ اباد,اشتھارد,البرز, 
٩٩۵٠۶,٢۴٣٢,٢٠,0,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي زن - کل گروھھاي آزمايشي,1395,پلنگ اباد,اشتھارد,البرز, 
٢٢٧٣٢٢,٧٢۶١,٧۵,0,تعداد کل پذيرفته شدگان زن - کل گروھھاي آزمايشي,1395,پلنگ اباد,اشتھارد,البرز, 
٣۵/٢٧,٣۶/٨٧,۴٨/٠٨,0,درصد قبولي پذيرفته شدگان زن - کل گروھھاي آزمايشي,1395,پلنگ اباد,اشتھارد,البرز, 
۴٣١٠٩٢,١١۵۵٢,١۴٧,٢,تعداد ثبت نام کنندگان مرد - کل گروھھاي آزمايشي,1395,پلنگ اباد,اشتھارد,البرز, 
٣۵٢٠٠۶,٩٧٩٩,١٢٠,١,تعداد شرکت کنندگان مرد - کل گروھھاي آزمايشي,1395,پلنگ اباد,اشتھارد,البرز, 
٩٩٧٠٠,٣۴٣٠,۴۶,٠,تعداد پذيرفته شدگان با آزمون مرد - کل گروھھاي آزمايشي,1395,پلنگ اباد,اشتھارد,البرز, 
٧١٨٠٨,١٣۴٢,٢۴,٠,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي مرد- کل گروھھاي آزمايشي,1395,پلنگ اباد,اشتھارد,البرز, 
١٧١۵٠٨,۴٧٧٢,٧٠,٠,تعداد کل پذيرفته شدگان مرد - کل گروھھاي آزمايشي,1395,پلنگ اباد,اشتھارد,البرز, 
٣٩/٧٨,۴١/٣١,۴٧/۶٢,٠,درصد قبولي پذيرفته شدگان مرد - کل گروھھاي آزمايشي,1395,پلنگ اباد,اشتھارد,البرز, 
١٠٧۵۶٨٢,٣١٢۴٣,٣٠٣,٢,تعداد ثبت نام کنندگان کل - کل گروھھاي آزمايشي,1395,پلنگ اباد,اشتھارد,البرز, 
٨٩۶٠٣٣,٢۶۶١٧,٢۴۴,١,تعداد شرکت کنندگان کل - کل گروھھاي آزمايشي,1395,پلنگ اباد,اشتھارد,البرز, 
٢٢٧۵١۶,٨٢۵٩,١٠١,٠,تعداد پذيرفته شدگان با آزمون کل - کل گروھھاي آزمايشي,1395,پلنگ اباد,اشتھارد,البرز, 
١٧١٣١۴,٣٧٧۴,۴۴,٠,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي کل - کل گروھھاي آزمايشي,1395,پلنگ اباد,اشتھارد,البرز, 
٣٩٨٨٣٠,١٢٠٣٣,١۴۵,٠,تعداد کل پذيرفته شدگان کل - کل گروھھاي آزمايشي,1395,پلنگ اباد,اشتھارد,البرز, 
٣٧/٠٨,٣٨/۵١,۴٧/٨۵,٠,درصد قبولي پذيرفته شدگان کل - کل گروھھاي آزمايشي,1395,پلنگ اباد,اشتھارد,البرز, 
۶۴۴۵٩٠,١٩۶٩١,١۵۶,١۵۶,تعداد ثبت نام کنندگان زن - کل گروھھاي آزمايشي,1395,مركزي,اشتھارد,البرز, 
۵۴۴٠٢٧,١۶٨١٨,١٢۴,١٢۴,تعداد شرکت کنندگان زن - کل گروھھاي آزمايشي,1395,مركزي,اشتھارد,البرز, 
١٢٧٨١۶,۴٨٢٩,۵۵,۵۵,تعداد پذيرفته شدگان با آزمون زن - کل گروھھاي آزمايشي,1395,مركزي,اشتھارد,البرز, 
٩٩۵٠۶,٢۴٣٢,٢٠,٢٠,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي زن - کل گروھھاي آزمايشي,1395,مركزي,اشتھارد,البرز, 
٢٢٧٣٢٢,٧٢۶١,٧۵,٧۵,تعداد کل پذيرفته شدگان زن - کل گروھھاي آزمايشي,1395,مركزي,اشتھارد,البرز, 
٣۵/٢٧,٣۶/٨٧,۴٨/٠٨,۴٨/٠٨,درصد قبولي پذيرفته شدگان زن - کل گروھھاي آزمايشي,1395,مركزي,اشتھارد,البرز, 
۴٣١٠٩٢,١١۵۵٢,١۴٧,١۴۵,تعداد ثبت نام کنندگان مرد - کل گروھھاي آزمايشي,1395,مركزي,اشتھارد,البرز, 
٣۵٢٠٠۶,٩٧٩٩,١٢٠,١١٩,تعداد شرکت کنندگان مرد - کل گروھھاي آزمايشي,1395,مركزي,اشتھارد,البرز, 
٩٩٧٠٠,٣۴٣٠,۴۶,۴۶,تعداد پذيرفته شدگان با آزمون مرد - کل گروھھاي آزمايشي,1395,مركزي,اشتھارد,البرز, 
٧١٨٠٨,١٣۴٢,٢۴,٢۴,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي مرد- کل گروھھاي آزمايشي,1395,مركزي,اشتھارد,البرز, 
١٧١۵٠٨,۴٧٧٢,٧٠,٧٠,تعداد کل پذيرفته شدگان مرد - کل گروھھاي آزمايشي,1395,مركزي,اشتھارد,البرز, 
٣٩/٧٨,۴١/٣١,۴٧/۶٢,۴٨/٢٧,درصد قبولي پذيرفته شدگان مرد - کل گروھھاي آزمايشي,1395,مركزي,اشتھارد,البرز, 
١٠٧۵۶٨٢,٣١٢۴٣,٣٠٣,٣٠١,تعداد ثبت نام کنندگان کل - کل گروھھاي آزمايشي,1395,مركزي,اشتھارد,البرز, 
٨٩۶٠٣٣,٢۶۶١٧,٢۴۴,٢۴٣,تعداد شرکت کنندگان کل - کل گروھھاي آزمايشي,1395,مركزي,اشتھارد,البرز, 
٢٢٧۵١۶,٨٢۵٩,١٠١,١٠١,تعداد پذيرفته شدگان با آزمون کل - کل گروھھاي آزمايشي,1395,مركزي,اشتھارد,البرز, 
١٧١٣١۴,٣٧٧۴,۴۴,۴۴,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي کل - کل گروھھاي آزمايشي,1395,مركزي,اشتھارد,البرز, 
٣٩٨٨٣٠,١٢٠٣٣,١۴۵,١۴۵,تعداد کل پذيرفته شدگان کل - کل گروھھاي آزمايشي,1395,مركزي,اشتھارد,البرز, 
٣٧/٠٨,٣٨/۵١,۴٧/٨۵,۴٨/١٧,درصد قبولي پذيرفته شدگان کل - کل گروھھاي آزمايشي,1395,مركزي,اشتھارد,البرز, 
۶۴۴۵٩٠,١٩۶٩١,١٧٢١,٧۵,تعداد ثبت نام کنندگان زن - کل گروھھاي آزمايشي,1395,چندار,ساوجبلاغ,البرز, 
۵۴۴٠٢٧,١۶٨١٨,١۴۶٨,۶٧,تعداد شرکت کنندگان زن - کل گروھھاي آزمايشي,1395,چندار,ساوجبلاغ,البرز, 
١٢٧٨١۶,۴٨٢٩,۴٠٨,١٧,تعداد پذيرفته شدگان با آزمون زن - کل گروھھاي آزمايشي,1395,چندار,ساوجبلاغ,البرز, 
٩٩۵٠۶,٢۴٣٢,٢۴٣,١٣,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي زن - کل گروھھاي آزمايشي,1395,چندار,ساوجبلاغ,البرز, 
٢٢٧٣٢٢,٧٢۶١,۶۵١,٣٠,تعداد کل پذيرفته شدگان زن - کل گروھھاي آزمايشي,1395,چندار,ساوجبلاغ,البرز, 
٣۵/٢٧,٣۶/٨٧,٣٧/٨٣,۴٠,درصد قبولي پذيرفته شدگان زن - کل گروھھاي آزمايشي,1395,چندار,ساوجبلاغ,البرز, 
۴٣١٠٩٢,١١۵۵٢,١٠١۶,١٩,تعداد ثبت نام کنندگان مرد - کل گروھھاي آزمايشي,1395,چندار,ساوجبلاغ,البرز, 
٣۵٢٠٠۶,٩٧٩٩,٨٧٩,١٨,تعداد شرکت کنندگان مرد - کل گروھھاي آزمايشي,1395,چندار,ساوجبلاغ,البرز, 
٩٩٧٠٠,٣۴٣٠,٢٨۴,۴,تعداد پذيرفته شدگان با آزمون مرد - کل گروھھاي آزمايشي,1395,چندار,ساوجبلاغ,البرز, 
